id,grade,year,season,measure,score
30810,7,2008,fall,psdi,6.1
30810,7,2008,fall,comp,3.4
30810,7,2008,fall,maths,5
30810,7,2008,fall,calc,6.2
30810,7,2008,fall,mf,7.7
30810,7,2008,spring,rc,8.3
30810,7,2008,spring,lwid,8.5
30810,7,2008,spring,wa,7.5
30810,7,2008,spring,rf,10.7
30810,7,2008,spring,cap,13
30810,7,2008,spring,punc,13
30810,7,2008,spring,ue,9.3
30810,7,2008,spring,lang,11.8
30810,7,2008,spring,wf,18
30810,7,2008,spring,ws,9.7
30810,7,2008,spring,ce,5.9
30810,7,2008,spring,psdi,13
30810,7,2008,spring,comp,5.6
30810,7,2008,spring,maths,7.6
30810,7,2008,spring,calc,6.2
30810,7,2008,spring,mf,10.5
40810,8,2008,fall,rc,5.6
40810,8,2008,fall,lwid,9.1
40810,8,2008,fall,wa,3.9
40810,8,2008,fall,rf,4.8
40810,8,2008,fall,cap,6
40810,8,2008,fall,punc,4.9
40810,8,2008,fall,ue,6.9
40810,8,2008,fall,lang,5.9
40810,8,2008,fall,wf,8.4
40810,8,2008,fall,ws,3.5
40810,8,2008,fall,ce,5.5
40810,8,2008,fall,psdi,5
40810,8,2008,fall,comp,4.6
40810,8,2008,fall,maths,5
40810,8,2008,fall,calc,5.7
40810,8,2008,fall,mf,3.8
40810,8,2008,spring,rc,5.5
40810,8,2008,spring,lwid,9.1
40810,8,2008,spring,wa,7.5
40810,8,2008,spring,rf,11.2
40810,8,2008,spring,cap,4
40810,8,2008,spring,punc,8.2
40810,8,2008,spring,ue,6.8
40810,8,2008,spring,lang,6.3
40810,8,2008,spring,wf,6.1
40810,8,2008,spring,ws,9.7
40810,8,2008,spring,ce,4.4
40810,8,2008,spring,psdi,4.5
40810,8,2008,spring,comp,7.5
40810,8,2008,spring,maths,5.4
40810,8,2008,spring,calc,6.7
40810,8,2008,spring,mf,8
50810,5,2008,fall,rc,5.2
50810,5,2008,fall,lwid,8
50810,5,2008,fall,wa,12.9
50810,5,2008,fall,rf,5.2
50810,5,2008,fall,cap,5.2
50810,5,2008,fall,punc,2.9
50810,5,2008,fall,ue,3.8
50810,5,2008,fall,lang,4
50810,5,2008,fall,wf,4.9
50810,5,2008,fall,ws,5.9
50810,5,2008,fall,ce,5.3
50810,5,2008,fall,psdi,5.4
50810,5,2008,fall,comp,2.9
50810,5,2008,fall,maths,4.4
50810,5,2008,fall,calc,2.8
50810,5,2008,fall,mf,4.2
50810,5,2008,spring,rc,3.7
50810,5,2008,spring,lwid,7.6
50810,5,2008,spring,wa,12.9
50810,5,2008,spring,rf,7.3
50810,5,2008,spring,cap,6.3
50810,5,2008,spring,punc,3.8
50810,5,2008,spring,ue,4.7
50810,5,2008,spring,lang,4.9
50810,5,2008,spring,wf,5.3
50810,5,2008,spring,ws,3.7
50810,5,2008,spring,ce,5.2
50810,5,2008,spring,psdi,5.5
50810,5,2008,spring,comp,5.7
50810,5,2008,spring,maths,5.5
50810,5,2008,spring,calc,7.3
50810,5,2008,spring,mf,6.6
60810,6,2008,fall,rc,7
60810,6,2008,fall,lwid,7.1
60810,6,2008,fall,wa,5.1
60810,6,2008,fall,rf,7.4
60810,6,2008,fall,cap,4.3
60810,6,2008,fall,punc,4.6
60810,6,2008,fall,ue,6.6
60810,6,2008,fall,lang,5.2
60810,6,2008,fall,wf,6.6
60810,6,2008,fall,ws,8.9
60810,6,2008,fall,ce,5.6
60810,6,2008,fall,psdi,9.5
60810,6,2008,fall,comp,4.2
60810,6,2008,fall,maths,6.2
60810,6,2008,fall,calc,5.7
60810,6,2008,fall,mf,4.5
60810,6,2008,spring,rc,13
60810,6,2008,spring,lwid,8
60810,6,2008,spring,wa,5.1
60810,6,2008,spring,rf,9.3
60810,6,2008,spring,cap,6.6
60810,6,2008,spring,punc,5.3
60810,6,2008,spring,ue,6.5
60810,6,2008,spring,lang,6.1
60810,6,2008,spring,wf,7.7
60810,6,2008,spring,ws,9.7
60810,6,2008,spring,ce,5.7
60810,6,2008,spring,psdi,5.3
60810,6,2008,spring,comp,4.9
60810,6,2008,spring,maths,5.3
60810,6,2008,spring,calc,6.2
60810,6,2008,spring,mf,6.6
90810,4,2008,fall,rc,3.7
90810,4,2008,fall,lwid,5.1
90810,4,2008,fall,wa,5.1
90810,4,2008,fall,rf,5.4
90810,4,2008,fall,cap,2.6
90810,4,2008,fall,punc,4.6
90810,4,2008,fall,ue,4.6
90810,4,2008,fall,lang,3.9
90810,4,2008,fall,wf,2.8
90810,4,2008,fall,ws,4.3
90810,4,2008,fall,ce,3.9
90810,4,2008,fall,psdi,3.2
90810,4,2008,fall,comp,2.9
90810,4,2008,fall,maths,3.4
90810,4,2008,fall,calc,3.2
90810,4,2008,fall,mf,5.6
90810,4,2008,spring,rc,4
90810,4,2008,spring,lwid,4.9
90810,4,2008,spring,wa,4.7
90810,4,2008,spring,rf,8.9
90810,4,2008,spring,cap,7
90810,4,2008,spring,punc,4.5
90810,4,2008,spring,ue,5.8
90810,4,2008,spring,lang,5.8
90810,4,2008,spring,wf,6.6
90810,4,2008,spring,ws,6.8
90810,4,2008,spring,ce,2.9
90810,4,2008,spring,psdi,3
90810,4,2008,spring,comp,4.5
90810,4,2008,spring,maths,3.5
90810,4,2008,spring,calc,5.2
90810,4,2008,spring,mf,8.8
100810,8,2008,fall,rc,10.9
100810,8,2008,fall,lwid,14.1
100810,8,2008,fall,wa,15.4
100810,8,2008,fall,rf,7.1
100810,8,2008,fall,cap,5.2
100810,8,2008,fall,punc,7.1
100810,8,2008,fall,ue,8.6
100810,8,2008,fall,lang,7
100810,8,2008,fall,wf,5.7
100810,8,2008,fall,ws,17.7
100810,8,2008,fall,ce,7.3
100810,8,2008,fall,psdi,7.6
100810,8,2008,fall,comp,2.7
100810,8,2008,fall,maths,5.7
100810,8,2008,fall,calc,9.7
100810,8,2008,fall,mf,5.2
100810,8,2008,spring,rc,6.5
100810,8,2008,spring,lwid,18
100810,8,2008,spring,wa,18
100810,8,2008,spring,rf,5
100810,8,2008,spring,cap,7
100810,8,2008,spring,punc,13
100810,8,2008,spring,ue,13
100810,8,2008,spring,lang,11
100810,8,2008,spring,wf,6.1
100810,8,2008,spring,ws,10.9
100810,8,2008,spring,ce,7.7
100810,8,2008,spring,psdi,11.8
100810,8,2008,spring,comp,2.8
100810,8,2008,spring,maths,6.8
100810,8,2008,spring,calc,8.1
100810,8,2008,spring,mf,4.8
110810,4,2008,fall,rc,4.1
110810,4,2008,fall,lwid,3.1
110810,4,2008,fall,wa,2.7
110810,4,2008,fall,rf,3.2
110810,4,2008,fall,cap,4.5
110810,4,2008,fall,punc,2.7
110810,4,2008,fall,ue,3.1
110810,4,2008,fall,lang,3.4
110810,4,2008,fall,wf,3
110810,4,2008,fall,ws,2.3
110810,4,2008,fall,ce,3.2
110810,4,2008,fall,psdi,4.3
110810,4,2008,fall,comp,3.3
110810,4,2008,fall,maths,3.6
110810,4,2008,fall,calc,4.1
110810,4,2008,fall,mf,5.8
110810,4,2008,spring,rc,6.1
110810,4,2008,spring,lwid,4.1
110810,4,2008,spring,wa,3.4
110810,4,2008,spring,rf,6.1
110810,4,2008,spring,cap,5.6
110810,4,2008,spring,punc,5.4
110810,4,2008,spring,ue,2.6
110810,4,2008,spring,lang,4.5
110810,4,2008,spring,wf,4.9
110810,4,2008,spring,ws,5
110810,4,2008,spring,ce,4.4
110810,4,2008,spring,psdi,3.8
110810,4,2008,spring,comp,4.2
110810,4,2008,spring,maths,4.2
110810,4,2008,spring,calc,4.1
110810,4,2008,spring,mf,8.8
120810,8,2008,fall,rc,3.9
120810,8,2008,fall,lwid,9.8
120810,8,2008,fall,wa,15.4
120810,8,2008,fall,rf,10.2
120810,8,2008,fall,cap,7.2
120810,8,2008,fall,punc,13
120810,8,2008,fall,ue,5.5
120810,8,2008,fall,lang,8.6
120810,8,2008,fall,wf,10.1
120810,8,2008,fall,ws,8.9
120810,8,2008,fall,ce,7.3
120810,8,2008,fall,psdi,11
120810,8,2008,fall,comp,6.3
120810,8,2008,fall,maths,8
120810,8,2008,fall,calc,9.7
120810,8,2008,fall,mf,18
120810,8,2008,spring,rc,7.5
120810,8,2008,spring,lwid,10.4
120810,8,2008,spring,wa,15.5
120810,8,2008,spring,rf,13.3
120810,8,2008,spring,cap,13
120810,8,2008,spring,punc,13
120810,8,2008,spring,ue,8.9
120810,8,2008,spring,lang,11.6
120810,8,2008,spring,wf,18
120810,8,2008,spring,ws,9.4
120810,8,2008,spring,ce,9
120810,8,2008,spring,psdi,10
120810,8,2008,spring,comp,9.1
120810,8,2008,spring,maths,9.4
120810,8,2008,spring,calc,12.2
120810,8,2008,spring,mf,18
130810,6,2008,fall,rc,5.5
130810,6,2008,fall,lwid,5.6
130810,6,2008,fall,wa,7.5
130810,6,2008,fall,rf,5.8
130810,6,2008,fall,cap,4
130810,6,2008,fall,punc,4.2
130810,6,2008,fall,ue,9.3
130810,6,2008,fall,lang,5.8
130810,6,2008,fall,wf,3.3
130810,6,2008,fall,ws,5.1
130810,6,2008,fall,ce,3.9
130810,6,2008,fall,psdi,2.8
130810,6,2008,fall,comp,3.4
130810,6,2008,fall,maths,3.3
130810,6,2008,fall,calc,4.5
130810,6,2008,fall,mf,3.4
130810,6,2008,spring,rc,4.3
130810,6,2008,spring,lwid,6.4
130810,6,2008,spring,wa,15.5
130810,6,2008,spring,rf,6.7
130810,6,2008,spring,cap,3
130810,6,2008,spring,punc,4.2
130810,6,2008,spring,ue,4.2
130810,6,2008,spring,lang,3.8
130810,6,2008,spring,wf,1.8
130810,6,2008,spring,ws,2.3
130810,6,2008,spring,ce,3.3
130810,6,2008,spring,psdi,2.6
130810,6,2008,spring,comp,4
130810,6,2008,spring,maths,3.3
130810,6,2008,spring,calc,4.4
130810,6,2008,spring,mf,3.9
140810,8,2008,fall,rc,3.8
140810,8,2008,fall,lwid,4.8
140810,8,2008,fall,wa,2.5
140810,8,2008,fall,rf,11.2
140810,8,2008,fall,cap,6.6
140810,8,2008,fall,punc,4.9
140810,8,2008,fall,ue,5.3
140810,8,2008,fall,lang,5.6
140810,8,2008,fall,wf,8.4
140810,8,2008,fall,ws,6.5
140810,8,2008,fall,ce,5.5
140810,8,2008,fall,psdi,3
140810,8,2008,fall,comp,4.6
140810,8,2008,fall,maths,4.3
140810,8,2008,fall,calc,4.9
140810,8,2008,fall,mf,16.6
140810,8,2008,spring,rc,4.9
140810,8,2008,spring,lwid,6.4
140810,8,2008,spring,wa,4.7
140810,8,2008,spring,rf,12.6
140810,8,2008,spring,cap,7.3
140810,8,2008,spring,punc,7.6
140810,8,2008,spring,ue,7.2
140810,8,2008,spring,lang,7.4
140810,8,2008,spring,wf,18
140810,8,2008,spring,ws,6
140810,8,2008,spring,ce,4.1
140810,8,2008,spring,psdi,3.5
140810,8,2008,spring,comp,6.6
140810,8,2008,spring,maths,4.6
140810,8,2008,spring,calc,5.7
140810,8,2008,spring,mf,16.8
160810,4,2008,fall,rc,2.9
160810,4,2008,fall,lwid,2.3
160810,4,2008,fall,wa,1
160810,4,2008,fall,rf,3.2
160810,4,2008,fall,cap,2.8
160810,4,2008,fall,punc,2.7
160810,4,2008,fall,ue,2.4
160810,4,2008,fall,lang,2.6
160810,4,2008,fall,wf,3.6
160810,4,2008,fall,ws,3.7
160810,4,2008,fall,ce,1.5
160810,4,2008,fall,psdi,2.2
160810,4,2008,fall,comp,2.3
160810,4,2008,fall,maths,1.9
160810,4,2008,fall,calc,2.9
160810,4,2008,fall,mf,3.5
160810,4,2008,spring,rc,4.5
160810,4,2008,spring,lwid,2.8
160810,4,2008,spring,wa,2.9
160810,4,2008,spring,rf,4.6
160810,4,2008,spring,cap,4.3
160810,4,2008,spring,punc,3.2
160810,4,2008,spring,ue,3.9
160810,4,2008,spring,lang,3.8
160810,4,2008,spring,wf,5.7
160810,4,2008,spring,ws,3.7
160810,4,2008,spring,ce,2.9
160810,4,2008,spring,psdi,3.6
160810,4,2008,spring,comp,2.8
160810,4,2008,spring,maths,3.1
160810,4,2008,spring,calc,4.1
160810,4,2008,spring,mf,8.3
180810,6,2008,fall,rc,4.9
180810,6,2008,fall,lwid,4.8
180810,6,2008,fall,wa,2.7
180810,6,2008,fall,rf,9.2
180810,6,2008,fall,cap,4.9
180810,6,2008,fall,punc,3.9
180810,6,2008,fall,ue,3.7
180810,6,2008,fall,lang,4.2
180810,6,2008,fall,wf,7.7
180810,6,2008,fall,ws,4.3
180810,6,2008,fall,ce,6.3
180810,6,2008,fall,psdi,9.5
180810,6,2008,fall,comp,5.1
180810,6,2008,fall,maths,6.8
180810,6,2008,fall,calc,6.7
180810,6,2008,fall,mf,4.1
180810,6,2008,spring,rc,6.6
180810,6,2008,spring,lwid,4.1
180810,6,2008,spring,wa,3.7
180810,6,2008,spring,rf,9.3
180810,6,2008,spring,cap,5.1
180810,6,2008,spring,punc,6.1
180810,6,2008,spring,ue,6.1
180810,6,2008,spring,lang,5.8
180810,6,2008,spring,wf,7.1
180810,6,2008,spring,ws,9.7
180810,6,2008,spring,ce,5.1
180810,6,2008,spring,psdi,6.7
180810,6,2008,spring,comp,9.5
180810,6,2008,spring,maths,6.9
180810,6,2008,spring,calc,9.8
180810,6,2008,spring,mf,9.4
190810,7,2008,fall,rc,10.6
190810,7,2008,fall,lwid,7.1
190810,7,2008,fall,wa,6.7
190810,7,2008,fall,rf,7.4
190810,7,2008,fall,cap,7.1
190810,7,2008,fall,punc,13
190810,7,2008,fall,ue,12.4
190810,7,2008,fall,lang,10.8
190810,7,2008,fall,wf,4.9
190810,7,2008,fall,ws,11.9
190810,7,2008,fall,ce,13
190810,7,2008,fall,psdi,13
190810,7,2008,fall,comp,12.8
190810,7,2008,fall,maths,13
190810,7,2008,fall,calc,18
190810,7,2008,fall,mf,13
190810,7,2008,spring,rc,13
190810,7,2008,spring,lwid,8.5
190810,7,2008,spring,wa,7.5
190810,7,2008,spring,rf,10.9
190810,7,2008,spring,cap,13
190810,7,2008,spring,punc,13
190810,7,2008,spring,ue,10
190810,7,2008,spring,lang,12
190810,7,2008,spring,wf,7.1
190810,7,2008,spring,ws,12.7
190810,7,2008,spring,ce,13
190810,7,2008,spring,psdi,13
190810,7,2008,spring,comp,13
190810,7,2008,spring,maths,13
190810,7,2008,spring,calc,18
190810,7,2008,spring,mf,18
210810,6,2008,fall,rc,2.4
210810,6,2008,fall,lwid,2.6
210810,6,2008,fall,wa,1.7
210810,6,2008,fall,rf,3.7
210810,6,2008,fall,cap,3.6
210810,6,2008,fall,punc,4.9
210810,6,2008,fall,ue,3.9
210810,6,2008,fall,lang,4.1
210810,6,2008,fall,wf,3.9
210810,6,2008,fall,ws,3.7
210810,6,2008,fall,ce,2.7
210810,6,2008,fall,psdi,3.8
210810,6,2008,fall,comp,4.1
210810,6,2008,fall,maths,3.5
210810,6,2008,fall,calc,4.9
210810,6,2008,fall,mf,4.2
210810,6,2008,spring,rc,5.1
210810,6,2008,spring,lwid,3.1
210810,6,2008,spring,wa,2.6
210810,6,2008,spring,rf,5.2
210810,6,2008,spring,cap,7
210810,6,2008,spring,punc,3.5
210810,6,2008,spring,ue,4.4
210810,6,2008,spring,lang,5
210810,6,2008,spring,wf,3.9
210810,6,2008,spring,ws,5
210810,6,2008,spring,ce,3.6
210810,6,2008,spring,psdi,4.4
210810,6,2008,spring,comp,4.9
210810,6,2008,spring,maths,4.3
210810,6,2008,spring,calc,5.7
210810,6,2008,spring,mf,5.2
220810,7,2008,fall,rc,3.5
220810,7,2008,fall,lwid,4.8
220810,7,2008,fall,wa,2.7
220810,7,2008,fall,rf,3
220810,7,2008,fall,cap,7.1
220810,7,2008,fall,punc,6.6
220810,7,2008,fall,ue,7.2
220810,7,2008,fall,lang,7
220810,7,2008,fall,wf,4.6
220810,7,2008,fall,ws,8.3
220810,7,2008,fall,ce,5.9
220810,7,2008,fall,psdi,8.5
220810,7,2008,fall,comp,3.4
220810,7,2008,fall,maths,5.7
220810,7,2008,fall,calc,6.7
220810,7,2008,fall,mf,6.3
220810,7,2008,spring,rc,8.6
220810,7,2008,spring,lwid,7.2
220810,7,2008,spring,wa,4
220810,7,2008,spring,rf,5
220810,7,2008,spring,cap,7.6
220810,7,2008,spring,punc,7.6
220810,7,2008,spring,ue,7.6
220810,7,2008,spring,lang,7.6
220810,7,2008,spring,wf,5.7
220810,7,2008,spring,ws,9.7
220810,7,2008,spring,ce,7.3
220810,7,2008,spring,psdi,8.3
220810,7,2008,spring,comp,7.9
220810,7,2008,spring,maths,7.9
220810,7,2008,spring,calc,8.1
220810,7,2008,spring,mf,6.4
230810,6,2008,fall,rc,13
230810,6,2008,fall,lwid,10.6
230810,6,2008,fall,wa,6.1
230810,6,2008,fall,rf,13.8
230810,6,2008,fall,cap,13
230810,6,2008,fall,punc,13
230810,6,2008,fall,ue,13
230810,6,2008,fall,lang,13
230810,6,2008,fall,wf,3.3
230810,6,2008,fall,ws,8.9
230810,6,2008,fall,ce,12.2
230810,6,2008,fall,psdi,12.1
230810,6,2008,fall,comp,5.4
230810,6,2008,fall,maths,9.2
230810,6,2008,fall,calc,8
230810,6,2008,fall,mf,4.5
230810,6,2008,spring,rc,10.3
230810,6,2008,spring,lwid,9.1
230810,6,2008,spring,wa,12.9
230810,6,2008,spring,rf,18
230810,6,2008,spring,cap,13
230810,6,2008,spring,punc,13
230810,6,2008,spring,ue,13
230810,6,2008,spring,lang,13
230810,6,2008,spring,wf,7.7
230810,6,2008,spring,ws,14
230810,6,2008,spring,ce,13
230810,6,2008,spring,psdi,13
230810,6,2008,spring,comp,6.2
230810,6,2008,spring,maths,10.2
230810,6,2008,spring,calc,18
230810,6,2008,spring,mf,5.8
240810,6,2008,fall,rc,4.1
240810,6,2008,fall,lwid,5.1
240810,6,2008,fall,wa,2.7
240810,6,2008,fall,rf,3
240810,6,2008,fall,cap,2.2
240810,6,2008,fall,punc,2
240810,6,2008,fall,ue,6
240810,6,2008,fall,lang,3.4
240810,6,2008,fall,wf,3.9
240810,6,2008,fall,ws,7
240810,6,2008,fall,ce,4.1
240810,6,2008,fall,psdi,4.3
240810,6,2008,fall,comp,1.9
240810,6,2008,fall,maths,3.4
240810,6,2008,fall,calc,4.1
240810,6,2008,fall,mf,3.2
240810,6,2008,spring,rc,8.3
240810,6,2008,spring,lwid,5.8
240810,6,2008,spring,wa,5.1
240810,6,2008,spring,rf,5.2
240810,6,2008,spring,cap,5.1
240810,6,2008,spring,punc,3.7
240810,6,2008,spring,ue,9
240810,6,2008,spring,lang,5.9
240810,6,2008,spring,wf,5.3
240810,6,2008,spring,ws,8.1
240810,6,2008,spring,ce,5.7
240810,6,2008,spring,psdi,5.6
240810,6,2008,spring,comp,5.6
240810,6,2008,spring,maths,5.7
240810,6,2008,spring,calc,8.1
240810,6,2008,spring,mf,6.3
250810,5,2008,fall,rc,3.4
250810,5,2008,fall,lwid,3.8
250810,5,2008,fall,wa,3.3
250810,5,2008,fall,rf,4.1
250810,5,2008,fall,cap,2.6
250810,5,2008,fall,punc,2.1
250810,5,2008,fall,ue,3.6
250810,5,2008,fall,lang,2.8
250810,5,2008,fall,wf,4.2
250810,5,2008,fall,ws,2.3
250810,5,2008,fall,ce,2.3
250810,5,2008,fall,psdi,2.9
250810,5,2008,fall,comp,2.2
250810,5,2008,fall,maths,2.4
250810,5,2008,fall,calc,3.8
250810,5,2008,fall,mf,2.3
250810,5,2008,spring,rc,6.3
250810,5,2008,spring,lwid,4.1
250810,5,2008,spring,wa,5.6
250810,5,2008,spring,rf,7.8
250810,5,2008,spring,cap,6.8
250810,5,2008,spring,punc,3.1
250810,5,2008,spring,ue,5.5
250810,5,2008,spring,lang,5.1
250810,5,2008,spring,wf,5.7
250810,5,2008,spring,ws,5
250810,5,2008,spring,ce,5.2
250810,5,2008,spring,psdi,5.9
250810,5,2008,spring,comp,2.9
250810,5,2008,spring,maths,4.6
250810,5,2008,spring,calc,4.4
250810,5,2008,spring,mf,5.3
260810,7,2008,fall,rc,5.3
260810,7,2008,fall,lwid,5.9
260810,7,2008,fall,wa,4.3
260810,7,2008,fall,rf,13.2
260810,7,2008,fall,cap,13
260810,7,2008,fall,punc,8.1
260810,7,2008,fall,ue,5.6
260810,7,2008,fall,lang,8.9
260810,7,2008,fall,wf,4.2
260810,7,2008,fall,ws,7
260810,7,2008,fall,ce,2.9
260810,7,2008,fall,psdi,3.4
260810,7,2008,fall,comp,6.5
260810,7,2008,fall,maths,4.2
260810,7,2008,fall,calc,6.7
260810,7,2008,fall,mf,9.5
260810,7,2008,spring,rc,6
260810,7,2008,spring,lwid,4.7
260810,7,2008,spring,wa,5.6
260810,7,2008,spring,rf,18
260810,7,2008,spring,cap,12.6
260810,7,2008,spring,punc,5.6
260810,7,2008,spring,ue,3.7
260810,7,2008,spring,lang,7.3
260810,7,2008,spring,wf,10.1
260810,7,2008,spring,ws,9.7
260810,7,2008,spring,ce,3.2
260810,7,2008,spring,psdi,5.2
260810,7,2008,spring,comp,4.7
260810,7,2008,spring,maths,4.4
260810,7,2008,spring,calc,6.2
260810,7,2008,spring,mf,13.6
270810,9,2008,fall,rc,6.5
270810,9,2008,fall,lwid,6.3
270810,9,2008,fall,wa,5.1
270810,9,2008,fall,rf,17.2
270810,9,2008,fall,cap,10.7
270810,9,2008,fall,punc,5.3
270810,9,2008,fall,ue,5.6
270810,9,2008,fall,lang,7.2
270810,9,2008,fall,wf,7.1
270810,9,2008,fall,ws,4.1
270810,9,2008,fall,ce,3.5
270810,9,2008,fall,psdi,5.3
270810,9,2008,fall,comp,6.9
270810,9,2008,fall,maths,5.2
270810,9,2008,fall,calc,6.2
270810,9,2008,fall,mf,13
270810,9,2008,spring,rc,7.8
270810,9,2008,spring,lwid,7.6
270810,9,2008,spring,wa,6.1
270810,9,2008,spring,rf,18
270810,9,2008,spring,cap,7.9
270810,9,2008,spring,punc,5.2
270810,9,2008,spring,ue,4
270810,9,2008,spring,lang,5.7
270810,9,2008,spring,wf,10.1
270810,9,2008,spring,ws,5
270810,9,2008,spring,ce,2.5
270810,9,2008,spring,psdi,5.2
270810,9,2008,spring,comp,6.6
270810,9,2008,spring,maths,4.6
270810,9,2008,spring,calc,5.7
270810,9,2008,spring,mf,16.8
280810,8,2008,fall,rc,13
280810,8,2008,fall,lwid,8.5
280810,8,2008,fall,wa,4.7
280810,8,2008,fall,rf,10.4
280810,8,2008,fall,cap,6.1
280810,8,2008,fall,punc,7.6
280810,8,2008,fall,ue,10.5
280810,8,2008,fall,lang,8.1
280810,8,2008,fall,wf,6.6
280810,8,2008,fall,ws,11.9
280810,8,2008,fall,ce,4.9
280810,8,2008,fall,psdi,8.8
280810,8,2008,fall,comp,6.3
280810,8,2008,fall,maths,6.5
280810,8,2008,fall,calc,6.2
280810,8,2008,fall,mf,7.2
280810,8,2008,spring,rc,13
280810,8,2008,spring,lwid,10.4
280810,8,2008,spring,wa,6.1
280810,8,2008,spring,rf,18
280810,8,2008,spring,cap,11.9
280810,8,2008,spring,punc,12.2
280810,8,2008,spring,ue,13
280810,8,2008,spring,lang,12.4
280810,8,2008,spring,wf,8.4
280810,8,2008,spring,ws,7.6
280810,8,2008,spring,ce,5
280810,8,2008,spring,psdi,6.7
280810,8,2008,spring,comp,7.5
280810,8,2008,spring,maths,6.3
280810,8,2008,spring,calc,6.7
280810,8,2008,spring,mf,12.9
310810,7,2008,fall,rc,6.5
310810,7,2008,fall,lwid,6.7
310810,7,2008,fall,wa,5.5
310810,7,2008,fall,rf,5.8
310810,7,2008,fall,cap,3.3
310810,7,2008,fall,punc,4.9
310810,7,2008,fall,ue,7.2
310810,7,2008,fall,lang,5.1
310810,7,2008,fall,wf,3.9
310810,7,2008,fall,ws,6.5
310810,7,2008,fall,ce,3.2
310810,7,2008,fall,psdi,5
310810,7,2008,fall,comp,2.9
310810,7,2008,fall,maths,3.6
310810,7,2008,fall,calc,2.6
310810,7,2008,fall,mf,5.7
310810,7,2008,spring,rc,6.5
310810,7,2008,spring,lwid,7.6
310810,7,2008,spring,wa,6.8
310810,7,2008,spring,rf,9.3
310810,7,2008,spring,cap,4
310810,7,2008,spring,punc,6
310810,7,2008,spring,ue,5.7
310810,7,2008,spring,lang,5.2
310810,7,2008,spring,wf,4.2
310810,7,2008,spring,ws,7.6
310810,7,2008,spring,ce,5.4
310810,7,2008,spring,psdi,4.5
310810,7,2008,spring,comp,4.4
310810,7,2008,spring,maths,4.7
310810,7,2008,spring,calc,5.7
310810,7,2008,spring,mf,10.2
330810,6,2008,fall,rc,3.4
330810,6,2008,fall,lwid,5.6
330810,6,2008,fall,wa,6.1
330810,6,2008,fall,rf,5
330810,6,2008,fall,cap,7.5
330810,6,2008,fall,punc,6.5
330810,6,2008,fall,ue,2.6
330810,6,2008,fall,lang,5.5
330810,6,2008,fall,wf,6.6
330810,6,2008,fall,ws,9.9
330810,6,2008,fall,ce,3.7
330810,6,2008,fall,psdi,2.8
330810,6,2008,fall,comp,3.8
330810,6,2008,fall,maths,3.4
330810,6,2008,fall,calc,7.3
