"id","grade","cal_year","measure","score","time","program_year","student_year","domain_type","grade_diff","time_c"
30810,7,2008,"lang",10,1,1,"30810_2008","literacy",3,-0.5
30810,7,2008,"wf",7.7,1,1,"30810_2008","literacy",0.7,-0.5
30810,7,2008,"ws",7.6,1,1,"30810_2008","literacy",0.6,-0.5
30810,7,2008,"ce",5.9,1,1,"30810_2008","math",-1.1,-0.5
30810,7,2008,"psdi",6.1,1,1,"30810_2008","math",-0.9,-0.5
30810,7,2008,"comp",3.4,1,1,"30810_2008","math",-3.6,-0.5
30810,7,2008,"maths",5,1,1,"30810_2008","math",-2,-0.5
30810,7,2008,"calc",6.2,1,1,"30810_2008","math",-0.8,-0.5
30810,7,2008,"mf",7.7,1,1,"30810_2008","math",0.7,-0.5
30810,7,2008,"rc",8.3,2,1,"30810_2008","literacy",1.3,0.5
30810,7,2008,"lwid",8.5,2,1,"30810_2008","literacy",1.5,0.5
30810,7,2008,"wa",7.5,2,1,"30810_2008","literacy",0.5,0.5
30810,7,2008,"rf",10.7,2,1,"30810_2008","literacy",3.7,0.5
30810,7,2008,"cap",13,2,1,"30810_2008","literacy",6,0.5
30810,7,2008,"punc",13,2,1,"30810_2008","literacy",6,0.5
30810,7,2008,"ue",9.3,2,1,"30810_2008","literacy",2.3,0.5
30810,7,2008,"lang",11.8,2,1,"30810_2008","literacy",4.8,0.5
30810,7,2008,"wf",18,2,1,"30810_2008","literacy",11,0.5
30810,7,2008,"ws",9.7,2,1,"30810_2008","literacy",2.7,0.5
30810,7,2008,"ce",5.9,2,1,"30810_2008","math",-1.1,0.5
30810,7,2008,"psdi",13,2,1,"30810_2008","math",6,0.5
30810,7,2008,"comp",5.6,2,1,"30810_2008","math",-1.4,0.5
30810,7,2008,"maths",7.6,2,1,"30810_2008","math",0.6,0.5
30810,7,2008,"calc",6.2,2,1,"30810_2008","math",-0.8,0.5
30810,7,2008,"mf",10.5,2,1,"30810_2008","math",3.5,0.5
40810,8,2008,"rc",5.6,1,1,"40810_2008","literacy",-2.4,-0.5
40810,8,2008,"lwid",9.1,1,1,"40810_2008","literacy",1.1,-0.5
40810,8,2008,"wa",3.9,1,1,"40810_2008","literacy",-4.1,-0.5
40810,8,2008,"rf",4.8,1,1,"40810_2008","literacy",-3.2,-0.5
40810,8,2008,"cap",6,1,1,"40810_2008","literacy",-2,-0.5
40810,8,2008,"punc",4.9,1,1,"40810_2008","literacy",-3.1,-0.5
40810,8,2008,"ue",6.9,1,1,"40810_2008","literacy",-1.1,-0.5
40810,8,2008,"lang",5.9,1,1,"40810_2008","literacy",-2.1,-0.5
40810,8,2008,"wf",8.4,1,1,"40810_2008","literacy",0.4,-0.5
40810,8,2008,"ws",3.5,1,1,"40810_2008","literacy",-4.5,-0.5
40810,8,2008,"ce",5.5,1,1,"40810_2008","math",-2.5,-0.5
40810,8,2008,"psdi",5,1,1,"40810_2008","math",-3,-0.5
40810,8,2008,"comp",4.6,1,1,"40810_2008","math",-3.4,-0.5
40810,8,2008,"maths",5,1,1,"40810_2008","math",-3,-0.5
40810,8,2008,"calc",5.7,1,1,"40810_2008","math",-2.3,-0.5
40810,8,2008,"mf",3.8,1,1,"40810_2008","math",-4.2,-0.5
40810,8,2008,"rc",5.5,2,1,"40810_2008","literacy",-2.5,0.5
40810,8,2008,"lwid",9.1,2,1,"40810_2008","literacy",1.1,0.5
40810,8,2008,"wa",7.5,2,1,"40810_2008","literacy",-0.5,0.5
40810,8,2008,"rf",11.2,2,1,"40810_2008","literacy",3.2,0.5
40810,8,2008,"cap",4,2,1,"40810_2008","literacy",-4,0.5
40810,8,2008,"punc",8.2,2,1,"40810_2008","literacy",0.199999999999999,0.5
40810,8,2008,"ue",6.8,2,1,"40810_2008","literacy",-1.2,0.5
40810,8,2008,"lang",6.3,2,1,"40810_2008","literacy",-1.7,0.5
40810,8,2008,"wf",6.1,2,1,"40810_2008","literacy",-1.9,0.5
40810,8,2008,"ws",9.7,2,1,"40810_2008","literacy",1.7,0.5
40810,8,2008,"ce",4.4,2,1,"40810_2008","math",-3.6,0.5
40810,8,2008,"psdi",4.5,2,1,"40810_2008","math",-3.5,0.5
40810,8,2008,"comp",7.5,2,1,"40810_2008","math",-0.5,0.5
40810,8,2008,"maths",5.4,2,1,"40810_2008","math",-2.6,0.5
40810,8,2008,"calc",6.7,2,1,"40810_2008","math",-1.3,0.5
40810,8,2008,"mf",8,2,1,"40810_2008","math",0,0.5
50810,5,2008,"rc",5.2,1,1,"50810_2008","literacy",0.2,-0.5
50810,5,2008,"lwid",8,1,1,"50810_2008","literacy",3,-0.5
50810,5,2008,"wa",12.9,1,1,"50810_2008","literacy",7.9,-0.5
50810,5,2008,"rf",5.2,1,1,"50810_2008","literacy",0.2,-0.5
50810,5,2008,"cap",5.2,1,1,"50810_2008","literacy",0.2,-0.5
50810,5,2008,"punc",2.9,1,1,"50810_2008","literacy",-2.1,-0.5
50810,5,2008,"ue",3.8,1,1,"50810_2008","literacy",-1.2,-0.5
50810,5,2008,"lang",4,1,1,"50810_2008","literacy",-1,-0.5
50810,5,2008,"wf",4.9,1,1,"50810_2008","literacy",-0.0999999999999996,-0.5
50810,5,2008,"ws",5.9,1,1,"50810_2008","literacy",0.9,-0.5
50810,5,2008,"ce",5.3,1,1,"50810_2008","math",0.3,-0.5
50810,5,2008,"psdi",5.4,1,1,"50810_2008","math",0.4,-0.5
50810,5,2008,"comp",2.9,1,1,"50810_2008","math",-2.1,-0.5
50810,5,2008,"maths",4.4,1,1,"50810_2008","math",-0.6,-0.5
50810,5,2008,"calc",2.8,1,1,"50810_2008","math",-2.2,-0.5
50810,5,2008,"mf",4.2,1,1,"50810_2008","math",-0.8,-0.5
50810,5,2008,"rc",3.7,2,1,"50810_2008","literacy",-1.3,0.5
50810,5,2008,"lwid",7.6,2,1,"50810_2008","literacy",2.6,0.5
50810,5,2008,"wa",12.9,2,1,"50810_2008","literacy",7.9,0.5
50810,5,2008,"rf",7.3,2,1,"50810_2008","literacy",2.3,0.5
50810,5,2008,"cap",6.3,2,1,"50810_2008","literacy",1.3,0.5
50810,5,2008,"punc",3.8,2,1,"50810_2008","literacy",-1.2,0.5
50810,5,2008,"ue",4.7,2,1,"50810_2008","literacy",-0.3,0.5
50810,5,2008,"lang",4.9,2,1,"50810_2008","literacy",-0.0999999999999996,0.5
50810,5,2008,"wf",5.3,2,1,"50810_2008","literacy",0.3,0.5
50810,5,2008,"ws",3.7,2,1,"50810_2008","literacy",-1.3,0.5
50810,5,2008,"ce",5.2,2,1,"50810_2008","math",0.2,0.5
50810,5,2008,"psdi",5.5,2,1,"50810_2008","math",0.5,0.5
50810,5,2008,"comp",5.7,2,1,"50810_2008","math",0.7,0.5
50810,5,2008,"maths",5.5,2,1,"50810_2008","math",0.5,0.5
50810,5,2008,"calc",7.3,2,1,"50810_2008","math",2.3,0.5
50810,5,2008,"mf",6.6,2,1,"50810_2008","math",1.6,0.5
60810,6,2008,"rc",7,1,1,"60810_2008","literacy",1,-0.5
60810,6,2008,"lwid",7.1,1,1,"60810_2008","literacy",1.1,-0.5
60810,6,2008,"wa",5.1,1,1,"60810_2008","literacy",-0.9,-0.5
60810,6,2008,"rf",7.4,1,1,"60810_2008","literacy",1.4,-0.5
60810,6,2008,"cap",4.3,1,1,"60810_2008","literacy",-1.7,-0.5
60810,6,2008,"punc",4.6,1,1,"60810_2008","literacy",-1.4,-0.5
60810,6,2008,"ue",6.6,1,1,"60810_2008","literacy",0.6,-0.5
60810,6,2008,"lang",5.2,1,1,"60810_2008","literacy",-0.8,-0.5
60810,6,2008,"wf",6.6,1,1,"60810_2008","literacy",0.6,-0.5
60810,6,2008,"ws",8.9,1,1,"60810_2008","literacy",2.9,-0.5
60810,6,2008,"ce",5.6,1,1,"60810_2008","math",-0.4,-0.5
60810,6,2008,"psdi",9.5,1,1,"60810_2008","math",3.5,-0.5
60810,6,2008,"comp",4.2,1,1,"60810_2008","math",-1.8,-0.5
60810,6,2008,"maths",6.2,1,1,"60810_2008","math",0.2,-0.5
60810,6,2008,"calc",5.7,1,1,"60810_2008","math",-0.3,-0.5
60810,6,2008,"mf",4.5,1,1,"60810_2008","math",-1.5,-0.5
60810,6,2008,"rc",13,2,1,"60810_2008","literacy",7,0.5
60810,6,2008,"lwid",8,2,1,"60810_2008","literacy",2,0.5
60810,6,2008,"wa",5.1,2,1,"60810_2008","literacy",-0.9,0.5
60810,6,2008,"rf",9.3,2,1,"60810_2008","literacy",3.3,0.5
60810,6,2008,"cap",6.6,2,1,"60810_2008","literacy",0.6,0.5
60810,6,2008,"punc",5.3,2,1,"60810_2008","literacy",-0.7,0.5
60810,6,2008,"ue",6.5,2,1,"60810_2008","literacy",0.5,0.5
60810,6,2008,"lang",6.1,2,1,"60810_2008","literacy",0.0999999999999996,0.5
60810,6,2008,"wf",7.7,2,1,"60810_2008","literacy",1.7,0.5
60810,6,2008,"ws",9.7,2,1,"60810_2008","literacy",3.7,0.5
60810,6,2008,"ce",5.7,2,1,"60810_2008","math",-0.3,0.5
60810,6,2008,"psdi",5.3,2,1,"60810_2008","math",-0.7,0.5
60810,6,2008,"comp",4.9,2,1,"60810_2008","math",-1.1,0.5
60810,6,2008,"maths",5.3,2,1,"60810_2008","math",-0.7,0.5
60810,6,2008,"calc",6.2,2,1,"60810_2008","math",0.2,0.5
60810,6,2008,"mf",6.6,2,1,"60810_2008","math",0.6,0.5
90810,4,2008,"rc",3.7,1,1,"90810_2008","literacy",-0.3,-0.5
90810,4,2008,"lwid",5.1,1,1,"90810_2008","literacy",1.1,-0.5
90810,4,2008,"wa",5.1,1,1,"90810_2008","literacy",1.1,-0.5
90810,4,2008,"rf",5.4,1,1,"90810_2008","literacy",1.4,-0.5
90810,4,2008,"cap",2.6,1,1,"90810_2008","literacy",-1.4,-0.5
90810,4,2008,"punc",4.6,1,1,"90810_2008","literacy",0.6,-0.5
90810,4,2008,"ue",4.6,1,1,"90810_2008","literacy",0.6,-0.5
90810,4,2008,"lang",3.9,1,1,"90810_2008","literacy",-0.1,-0.5
90810,4,2008,"wf",2.8,1,1,"90810_2008","literacy",-1.2,-0.5
90810,4,2008,"ws",4.3,1,1,"90810_2008","literacy",0.3,-0.5
90810,4,2008,"ce",3.9,1,1,"90810_2008","math",-0.1,-0.5
90810,4,2008,"psdi",3.2,1,1,"90810_2008","math",-0.8,-0.5
90810,4,2008,"comp",2.9,1,1,"90810_2008","math",-1.1,-0.5
90810,4,2008,"maths",3.4,1,1,"90810_2008","math",-0.6,-0.5
90810,4,2008,"calc",3.2,1,1,"90810_2008","math",-0.8,-0.5
90810,4,2008,"mf",5.6,1,1,"90810_2008","math",1.6,-0.5
90810,4,2008,"rc",4,2,1,"90810_2008","literacy",0,0.5
90810,4,2008,"lwid",4.9,2,1,"90810_2008","literacy",0.9,0.5
90810,4,2008,"wa",4.7,2,1,"90810_2008","literacy",0.7,0.5
90810,4,2008,"rf",8.9,2,1,"90810_2008","literacy",4.9,0.5
90810,4,2008,"cap",7,2,1,"90810_2008","literacy",3,0.5
90810,4,2008,"punc",4.5,2,1,"90810_2008","literacy",0.5,0.5
90810,4,2008,"ue",5.8,2,1,"90810_2008","literacy",1.8,0.5
90810,4,2008,"lang",5.8,2,1,"90810_2008","literacy",1.8,0.5
90810,4,2008,"wf",6.6,2,1,"90810_2008","literacy",2.6,0.5
90810,4,2008,"ws",6.8,2,1,"90810_2008","literacy",2.8,0.5
90810,4,2008,"ce",2.9,2,1,"90810_2008","math",-1.1,0.5
90810,4,2008,"psdi",3,2,1,"90810_2008","math",-1,0.5
90810,4,2008,"comp",4.5,2,1,"90810_2008","math",0.5,0.5
90810,4,2008,"maths",3.5,2,1,"90810_2008","math",-0.5,0.5
90810,4,2008,"calc",5.2,2,1,"90810_2008","math",1.2,0.5
90810,4,2008,"mf",8.8,2,1,"90810_2008","math",4.8,0.5
100810,8,2008,"rc",10.9,1,1,"100810_2008","literacy",2.9,-0.5
100810,8,2008,"lwid",14.1,1,1,"100810_2008","literacy",6.1,-0.5
100810,8,2008,"wa",15.4,1,1,"100810_2008","literacy",7.4,-0.5
100810,8,2008,"rf",7.1,1,1,"100810_2008","literacy",-0.9,-0.5
100810,8,2008,"cap",5.2,1,1,"100810_2008","literacy",-2.8,-0.5
100810,8,2008,"punc",7.1,1,1,"100810_2008","literacy",-0.9,-0.5
100810,8,2008,"ue",8.6,1,1,"100810_2008","literacy",0.6,-0.5
100810,8,2008,"lang",7,1,1,"100810_2008","literacy",-1,-0.5
100810,8,2008,"wf",5.7,1,1,"100810_2008","literacy",-2.3,-0.5
100810,8,2008,"ws",17.7,1,1,"100810_2008","literacy",9.7,-0.5
100810,8,2008,"ce",7.3,1,1,"100810_2008","math",-0.7,-0.5
100810,8,2008,"psdi",7.6,1,1,"100810_2008","math",-0.4,-0.5
100810,8,2008,"comp",2.7,1,1,"100810_2008","math",-5.3,-0.5
100810,8,2008,"maths",5.7,1,1,"100810_2008","math",-2.3,-0.5
100810,8,2008,"calc",9.7,1,1,"100810_2008","math",1.7,-0.5
100810,8,2008,"mf",5.2,1,1,"100810_2008","math",-2.8,-0.5
100810,8,2008,"rc",6.5,2,1,"100810_2008","literacy",-1.5,0.5
100810,8,2008,"lwid",18,2,1,"100810_2008","literacy",10,0.5
100810,8,2008,"wa",18,2,1,"100810_2008","literacy",10,0.5
100810,8,2008,"rf",5,2,1,"100810_2008","literacy",-3,0.5
100810,8,2008,"cap",7,2,1,"100810_2008","literacy",-1,0.5
100810,8,2008,"punc",13,2,1,"100810_2008","literacy",5,0.5
100810,8,2008,"ue",13,2,1,"100810_2008","literacy",5,0.5
100810,8,2008,"lang",11,2,1,"100810_2008","literacy",3,0.5
100810,8,2008,"wf",6.1,2,1,"100810_2008","literacy",-1.9,0.5
100810,8,2008,"ws",10.9,2,1,"100810_2008","literacy",2.9,0.5
100810,8,2008,"ce",7.7,2,1,"100810_2008","math",-0.3,0.5
100810,8,2008,"psdi",11.8,2,1,"100810_2008","math",3.8,0.5
100810,8,2008,"comp",2.8,2,1,"100810_2008","math",-5.2,0.5
100810,8,2008,"maths",6.8,2,1,"100810_2008","math",-1.2,0.5
100810,8,2008,"calc",8.1,2,1,"100810_2008","math",0.0999999999999996,0.5
100810,8,2008,"mf",4.8,2,1,"100810_2008","math",-3.2,0.5
110810,4,2008,"rc",4.1,1,1,"110810_2008","literacy",0.0999999999999996,-0.5
110810,4,2008,"lwid",3.1,1,1,"110810_2008","literacy",-0.9,-0.5
110810,4,2008,"wa",2.7,1,1,"110810_2008","literacy",-1.3,-0.5
110810,4,2008,"rf",3.2,1,1,"110810_2008","literacy",-0.8,-0.5
110810,4,2008,"cap",4.5,1,1,"110810_2008","literacy",0.5,-0.5
110810,4,2008,"punc",2.7,1,1,"110810_2008","literacy",-1.3,-0.5
110810,4,2008,"ue",3.1,1,1,"110810_2008","literacy",-0.9,-0.5
110810,4,2008,"lang",3.4,1,1,"110810_2008","literacy",-0.6,-0.5
110810,4,2008,"wf",3,1,1,"110810_2008","literacy",-1,-0.5
110810,4,2008,"ws",2.3,1,1,"110810_2008","literacy",-1.7,-0.5
110810,4,2008,"ce",3.2,1,1,"110810_2008","math",-0.8,-0.5
110810,4,2008,"psdi",4.3,1,1,"110810_2008","math",0.3,-0.5
110810,4,2008,"comp",3.3,1,1,"110810_2008","math",-0.7,-0.5
110810,4,2008,"maths",3.6,1,1,"110810_2008","math",-0.4,-0.5
110810,4,2008,"calc",4.1,1,1,"110810_2008","math",0.0999999999999996,-0.5
110810,4,2008,"mf",5.8,1,1,"110810_2008","math",1.8,-0.5
110810,4,2008,"rc",6.1,2,1,"110810_2008","literacy",2.1,0.5
110810,4,2008,"lwid",4.1,2,1,"110810_2008","literacy",0.0999999999999996,0.5
110810,4,2008,"wa",3.4,2,1,"110810_2008","literacy",-0.6,0.5
110810,4,2008,"rf",6.1,2,1,"110810_2008","literacy",2.1,0.5
110810,4,2008,"cap",5.6,2,1,"110810_2008","literacy",1.6,0.5
110810,4,2008,"punc",5.4,2,1,"110810_2008","literacy",1.4,0.5
110810,4,2008,"ue",2.6,2,1,"110810_2008","literacy",-1.4,0.5
110810,4,2008,"lang",4.5,2,1,"110810_2008","literacy",0.5,0.5
110810,4,2008,"wf",4.9,2,1,"110810_2008","literacy",0.9,0.5
110810,4,2008,"ws",5,2,1,"110810_2008","literacy",1,0.5
110810,4,2008,"ce",4.4,2,1,"110810_2008","math",0.4,0.5
110810,4,2008,"psdi",3.8,2,1,"110810_2008","math",-0.2,0.5
110810,4,2008,"comp",4.2,2,1,"110810_2008","math",0.2,0.5
110810,4,2008,"maths",4.2,2,1,"110810_2008","math",0.2,0.5
110810,4,2008,"calc",4.1,2,1,"110810_2008","math",0.0999999999999996,0.5
110810,4,2008,"mf",8.8,2,1,"110810_2008","math",4.8,0.5
120810,8,2008,"rc",3.9,1,1,"120810_2008","literacy",-4.1,-0.5
120810,8,2008,"lwid",9.8,1,1,"120810_2008","literacy",1.8,-0.5
120810,8,2008,"wa",15.4,1,1,"120810_2008","literacy",7.4,-0.5
120810,8,2008,"rf",10.2,1,1,"120810_2008","literacy",2.2,-0.5
120810,8,2008,"cap",7.2,1,1,"120810_2008","literacy",-0.8,-0.5
120810,8,2008,"punc",13,1,1,"120810_2008","literacy",5,-0.5
120810,8,2008,"ue",5.5,1,1,"120810_2008","literacy",-2.5,-0.5
120810,8,2008,"lang",8.6,1,1,"120810_2008","literacy",0.6,-0.5
120810,8,2008,"wf",10.1,1,1,"120810_2008","literacy",2.1,-0.5
120810,8,2008,"ws",8.9,1,1,"120810_2008","literacy",0.9,-0.5
120810,8,2008,"ce",7.3,1,1,"120810_2008","math",-0.7,-0.5
120810,8,2008,"psdi",11,1,1,"120810_2008","math",3,-0.5
120810,8,2008,"comp",6.3,1,1,"120810_2008","math",-1.7,-0.5
120810,8,2008,"maths",8,1,1,"120810_2008","math",0,-0.5
120810,8,2008,"calc",9.7,1,1,"120810_2008","math",1.7,-0.5
120810,8,2008,"mf",18,1,1,"120810_2008","math",10,-0.5
120810,8,2008,"rc",7.5,2,1,"120810_2008","literacy",-0.5,0.5
120810,8,2008,"lwid",10.4,2,1,"120810_2008","literacy",2.4,0.5
120810,8,2008,"wa",15.5,2,1,"120810_2008","literacy",7.5,0.5
120810,8,2008,"rf",13.3,2,1,"120810_2008","literacy",5.3,0.5
120810,8,2008,"cap",13,2,1,"120810_2008","literacy",5,0.5
120810,8,2008,"punc",13,2,1,"120810_2008","literacy",5,0.5
120810,8,2008,"ue",8.9,2,1,"120810_2008","literacy",0.9,0.5
120810,8,2008,"lang",11.6,2,1,"120810_2008","literacy",3.6,0.5
120810,8,2008,"wf",18,2,1,"120810_2008","literacy",10,0.5
120810,8,2008,"ws",9.4,2,1,"120810_2008","literacy",1.4,0.5
120810,8,2008,"ce",9,2,1,"120810_2008","math",1,0.5
120810,8,2008,"psdi",10,2,1,"120810_2008","math",2,0.5
120810,8,2008,"comp",9.1,2,1,"120810_2008","math",1.1,0.5
120810,8,2008,"maths",9.4,2,1,"120810_2008","math",1.4,0.5
120810,8,2008,"calc",12.2,2,1,"120810_2008","math",4.2,0.5
120810,8,2008,"mf",18,2,1,"120810_2008","math",10,0.5
130810,6,2008,"rc",5.5,1,1,"130810_2008","literacy",-0.5,-0.5
130810,6,2008,"lwid",5.6,1,1,"130810_2008","literacy",-0.4,-0.5
130810,6,2008,"wa",7.5,1,1,"130810_2008","literacy",1.5,-0.5
130810,6,2008,"rf",5.8,1,1,"130810_2008","literacy",-0.2,-0.5
130810,6,2008,"cap",4,1,1,"130810_2008","literacy",-2,-0.5
130810,6,2008,"punc",4.2,1,1,"130810_2008","literacy",-1.8,-0.5
130810,6,2008,"ue",9.3,1,1,"130810_2008","literacy",3.3,-0.5
130810,6,2008,"lang",5.8,1,1,"130810_2008","literacy",-0.2,-0.5
130810,6,2008,"wf",3.3,1,1,"130810_2008","literacy",-2.7,-0.5
130810,6,2008,"ws",5.1,1,1,"130810_2008","literacy",-0.9,-0.5
130810,6,2008,"ce",3.9,1,1,"130810_2008","math",-2.1,-0.5
130810,6,2008,"psdi",2.8,1,1,"130810_2008","math",-3.2,-0.5
130810,6,2008,"comp",3.4,1,1,"130810_2008","math",-2.6,-0.5
130810,6,2008,"maths",3.3,1,1,"130810_2008","math",-2.7,-0.5
130810,6,2008,"calc",4.5,1,1,"130810_2008","math",-1.5,-0.5
130810,6,2008,"mf",3.4,1,1,"130810_2008","math",-2.6,-0.5
130810,6,2008,"rc",4.3,2,1,"130810_2008","literacy",-1.7,0.5
130810,6,2008,"lwid",6.4,2,1,"130810_2008","literacy",0.4,0.5
130810,6,2008,"wa",15.5,2,1,"130810_2008","literacy",9.5,0.5
130810,6,2008,"rf",6.7,2,1,"130810_2008","literacy",0.7,0.5
130810,6,2008,"cap",3,2,1,"130810_2008","literacy",-3,0.5
130810,6,2008,"punc",4.2,2,1,"130810_2008","literacy",-1.8,0.5
130810,6,2008,"ue",4.2,2,1,"130810_2008","literacy",-1.8,0.5
130810,6,2008,"lang",3.8,2,1,"130810_2008","literacy",-2.2,0.5
130810,6,2008,"wf",1.8,2,1,"130810_2008","literacy",-4.2,0.5
130810,6,2008,"ws",2.3,2,1,"130810_2008","literacy",-3.7,0.5
130810,6,2008,"ce",3.3,2,1,"130810_2008","math",-2.7,0.5
130810,6,2008,"psdi",2.6,2,1,"130810_2008","math",-3.4,0.5
130810,6,2008,"comp",4,2,1,"130810_2008","math",-2,0.5
130810,6,2008,"maths",3.3,2,1,"130810_2008","math",-2.7,0.5
130810,6,2008,"calc",4.4,2,1,"130810_2008","math",-1.6,0.5
130810,6,2008,"mf",3.9,2,1,"130810_2008","math",-2.1,0.5
140810,8,2008,"rc",3.8,1,1,"140810_2008","literacy",-4.2,-0.5
140810,8,2008,"lwid",4.8,1,1,"140810_2008","literacy",-3.2,-0.5
140810,8,2008,"wa",2.5,1,1,"140810_2008","literacy",-5.5,-0.5
140810,8,2008,"rf",11.2,1,1,"140810_2008","literacy",3.2,-0.5
